sku,product_name,description,category,subcategory,brand,unit_cost,unit_price,weight_kg,length_cm,width_cm,height_cm,is_hazmat,is_perishable,reorder_point,reorder_qty,lead_time_days,_ingested_at
SKU-00128,Networked bottom-line neural-net,Crime focus parent enough provide least natural according rather any.,Food & Beverage,Cultural,Chaney,444.14,764.93,19.86,72.6,48.2,53.5,False,False,97,103,40,2026-04-30T04:36:50.726872
SKU-00129,Polarized methodical website,My each accept politics nor clearly owner it.,Furniture,Effort,Lopez,265.01,802.49,34.51,17.9,44.9,34.1,False,False,146,977,15,2026-04-30T04:36:50.726872
SKU-00130,Team-oriented tertiary portal,Defense radio decision your if else control night card drive clearly house sound who.,Office Supplies,However,"Villarreal,",374.95,606.81,35.24,67.1,35.7,32.3,False,False,85,449,18,2026-04-30T04:36:50.726872
SKU-00131,Organic methodical encoding,Usually city return test prepare another draw consumer offer edge yard assume pattern direction sometimes might.,Sporting Goods,Finally,Lewis,331.65,993.98,14.95,91.4,72.6,40.9,False,False,122,224,36,2026-04-30T04:36:50.726872
SKU-00132,Proactive stable archive,Opportunity change part son low star television foreign environmental garden to arm unit food nothing participant.,Office Supplies,Available,Arnold,410.01,1272.57,44.5,42.8,58.2,22.2,False,False,199,163,38,2026-04-30T04:36:50.726872
SKU-00133,Decentralized 4thgeneration ability,Small world degree choice similar it personal single trial manage level despite voice.,Apparel,Join,"Hunter,",24.53,34.61,37.29,58.2,45.4,40.3,False,False,28,889,9,2026-04-30T04:36:50.726872
SKU-00134,Open-architected exuding superstructure,Agreement sort about next appear her alone pass college me fight picture be station.,Sporting Goods,Push,Moody-Evans,135.71,226.9,30.46,103.9,72.4,28.8,False,False,145,356,17,2026-04-30T04:36:50.726872
SKU-00135,Business-focused clear-thinking methodology,Adult possible its sit happen cold law case notice able unit.,Hardware,Then,Smith,416.56,1261.05,39.76,28.7,42.2,52.7,False,False,143,157,6,2026-04-30T04:36:50.726872
SKU-00136,Fully-configurable tertiary initiative,Source production ground suggest special idea western energy in audience.,Food & Beverage,Painting,Adams-Larson,83.23,223.55,10.58,62.8,61.4,51.2,False,False,72,674,32,2026-04-30T04:36:50.726872
SKU-00137,Stand-alone optimizing database,Mission design onto show quickly security stuff remain.,Hardware,Thousand,"Clarke,",375.68,702.14,45.83,71.3,71.6,3.3,False,False,194,636,41,2026-04-30T04:36:50.726872
SKU-00138,Profit-focused interactive alliance,Science thousand sport add example reduce product central indicate their fast camera seat wish either herself.,Hardware,Case,Moore,380.9,857.75,28.9,47.6,16.1,52.0,False,False,66,892,24,2026-04-30T04:36:50.726872
SKU-00139,Reduced tertiary monitoring,Produce travel forget explain usually direction administration record.,Office Supplies,Court,"Cole,",41.61,121.72,26.97,7.4,59.1,57.7,True,False,91,249,9,2026-04-30T04:36:50.726872
SKU-00140,Diverse client-driven core,Will reflect fight marriage common threat PM game resource second receive ask message may center whole.,Electronics,Democratic,Fox-Payne,303.49,888.86,6.16,71.2,64.0,6.6,False,False,42,923,37,2026-04-30T04:36:50.726872
SKU-00141,Polarized analyzing groupware,Win face hold anyone recently would customer rich offer have fill section offer movie thank.,Industrial,Experience,Johnson-Shelton,443.16,687.96,43.32,45.2,23.3,26.7,False,False,93,896,35,2026-04-30T04:36:50.726872
SKU-00142,Profound interactive software,Perhaps note someone cover question drop about per truth child house budget style.,Sporting Goods,Artist,"Beard,",359.22,1028.68,2.23,42.7,70.9,19.4,False,False,27,977,22,2026-04-30T04:36:50.726872
SKU-00143,De-engineered 24hour attitude,Follow too run range image everyone material unit water follow seem grow management.,Sporting Goods,Black,Scott,419.8,993.43,19.02,51.2,73.6,6.6,False,False,163,460,37,2026-04-30T04:36:50.726872
SKU-00144,Grass-roots 24hour ability,Hit land minute speak space task fact.,Office Supplies,Art,Jones-Reyes,111.54,200.16,30.97,86.0,52.0,33.6,False,False,120,142,24,2026-04-30T04:36:50.726872
SKU-00145,Function-based fresh-thinking benchmark,Compare either few attention mention particularly usually above soon.,Industrial,These,Harris,285.34,645.81,12.39,79.8,69.6,49.6,False,False,57,415,23,2026-04-30T04:36:50.726872
SKU-00146,Public-key interactive adapter,Simply student star test room laugh when impact animal performance special environmental trouble mention in.,Hardware,Consumer,Salinas,355.75,525.74,14.58,50.2,55.9,4.5,False,False,71,532,32,2026-04-30T04:36:50.726872
SKU-00147,Upgradable actuating moratorium,Save development work since everyone attorney especially official on item at parent others test try time.,Electronics,Understand,Taylor-Nelson,83.0,263.47,27.28,53.5,62.4,23.9,True,False,85,231,34,2026-04-30T04:36:50.726872
SKU-00148,Distributed next generation flexibility,Decide home establish actually fish amount daughter send.,Industrial,Huge,"Vasquez,",38.37,70.1,40.87,83.5,10.7,53.8,False,False,92,699,14,2026-04-30T04:36:50.726872
SKU-00149,Advanced object-oriented Graphic Interface,Policy well of quality thousand once physical nature cell work ability response economy chair.,Industrial,Try,Solis,151.64,329.3,13.35,117.2,77.3,4.2,False,False,44,552,14,2026-04-30T04:36:50.726872
SKU-00150,Multi-channeled multi-tasking policy,Forward exactly success adult course fine American benefit season.,Apparel,Red,Ruiz-Patel,5.21,12.22,10.51,20.4,69.3,52.6,False,False,79,514,8,2026-04-30T04:36:50.726872
SKU-00151,Persevering high-level pricing structure,Western box final message international environment training mission city about miss rich.,Furniture,Those,"Flores,",238.7,421.86,15.92,29.3,6.6,25.9,False,False,112,316,45,2026-04-30T04:36:50.726872
SKU-00152,Total multimedia workforce,Black inside each short collection through all poor reveal heavy performance.,Furniture,Far,Stevens,340.64,906.13,34.63,5.4,18.0,31.3,False,False,167,571,30,2026-04-30T04:36:50.726872
SKU-00153,Implemented multi-state database,Support kitchen record himself consider opportunity price politics.,Office Supplies,Responsibility,Watson,344.72,1016.03,17.6,103.4,22.8,50.2,False,False,126,189,32,2026-04-30T04:36:50.726872
SKU-00154,Virtual background Local Area Network,May far chair high gun future fine performance order age inside check card right detail.,Industrial,Matter,Cole,56.79,184.49,1.16,116.3,65.5,57.7,False,False,108,909,18,2026-04-30T04:36:50.726872
SKU-00155,Reduced 4thgeneration collaboration,Direction quickly of along speech several into station their.,Electronics,Send,"Burton,",349.38,596.38,47.36,72.9,62.0,54.3,False,False,130,503,42,2026-04-30T04:36:50.726872
SKU-00156,Reactive even-keeled workforce,Worker ok reflect audience social inside finish dark modern writer these name person always.,Sporting Goods,Local,"Clark,",336.71,589.41,11.78,51.5,62.1,28.1,False,False,193,58,39,2026-04-30T04:36:50.726872
SKU-00157,Cloned fresh-thinking methodology,Around ok hard would several phone cold step decision enjoy memory in modern technology where rate.,Hardware,Inside,Hernandez,7.09,23.89,17.52,64.0,52.8,26.3,True,False,111,186,23,2026-04-30T04:36:50.726872
SKU-00158,Open-architected systemic benchmark,Boy place property agreement sure scene natural southern between.,Apparel,Without,"Holland,",120.13,412.32,46.2,12.8,68.6,52.0,False,False,18,791,42,2026-04-30T04:36:50.726872
SKU-00159,Streamlined zero tolerance task-force,Member card space power major trip hold set.,Medical,Pick,Marks,161.21,250.1,13.5,37.1,6.5,43.0,False,False,190,328,7,2026-04-30T04:36:50.726872
SKU-00160,Persevering optimizing capacity,Loss chair never hold parent discuss ever relationship production support.,Apparel,Recently,Lawson-Gibson,254.91,473.91,49.89,32.6,46.3,6.4,False,False,89,151,41,2026-04-30T04:36:50.726872
SKU-00161,Balanced dynamic structure,Analysis make least pass television situation ten you course great land song.,Apparel,Letter,Singh,415.73,1221.82,27.24,58.5,49.1,44.7,False,False,75,936,37,2026-04-30T04:36:50.726872
SKU-00162,Switchable didactic attitude,Forget place race should key toward group popular modern pay push school.,Apparel,Name,Page-Ramirez,183.98,303.43,4.0,62.0,27.4,10.4,False,False,187,711,44,2026-04-30T04:36:50.726872
SKU-00163,Balanced fault-tolerant hub,Mr bit baby ask thousand week prepare reduce sell view within soldier surface cup movie.,Automotive,Life,Nguyen,97.47,143.7,26.73,76.5,7.7,19.7,False,False,107,270,4,2026-04-30T04:36:50.726872
SKU-00164,Vision-oriented national portal,Season old just their pay Mrs them central.,Apparel,Purpose,Brock-Burton,214.49,531.69,22.49,80.1,9.2,55.9,False,True,95,848,16,2026-04-30T04:36:50.726872
SKU-00165,Multi-channeled interactive migration,Enjoy with off fall trip writer standard institution task west sport.,Automotive,Attorney,Robinson-Taylor,176.83,508.08,3.6,46.4,35.7,33.5,False,False,131,669,21,2026-04-30T04:36:50.726872
SKU-00166,Intuitive mission-critical data-warehouse,Media decade budget old marriage laugh true over reflect challenge keep bit hour nice.,Hardware,Situation,Page,14.97,35.38,6.91,114.9,47.2,2.7,False,False,128,141,13,2026-04-30T04:36:50.726872
SKU-00167,Re-contextualized background groupware,Happy relate fight clear start dinner feel heavy yeah health nearly phone effect easy item.,Electronics,Improve,Arroyo,339.06,923.02,8.67,15.8,20.3,49.2,False,False,130,955,5,2026-04-30T04:36:50.726872
SKU-00168,Innovative explicit utilization,Suggest remember home road generation place ground exist bank phone environment use upon.,Medical,Building,Brown-Smith,295.31,463.84,6.09,97.5,24.0,52.5,False,False,114,861,8,2026-04-30T04:36:50.726872
SKU-00169,Advanced cohesive concept,Message behind north author street expert your direction.,Hardware,Source,Monroe-Contreras,449.46,1137.73,27.4,119.2,10.1,50.4,False,False,114,105,10,2026-04-30T04:36:50.726872
SKU-00170,Networked tangible approach,Effort none really specific explain save campaign special teacher movie eye PM drop cut various speech.,Industrial,Language,"Bailey,",371.54,709.48,39.35,108.8,18.8,10.4,False,True,97,235,14,2026-04-30T04:36:50.726872
SKU-00171,Up-sized secondary paradigm,Religious cost newspaper country help least outside help indeed itself back cause finish.,Industrial,Indeed,Ramirez,410.25,1210.03,7.18,89.2,75.2,44.4,False,False,124,866,31,2026-04-30T04:36:50.726872
SKU-00172,Devolved clear-thinking challenge,Environmental open always tonight decade just interest determine inside group.,Automotive,Sit,Davis,397.66,1049.15,10.49,26.0,53.1,22.5,False,False,130,468,6,2026-04-30T04:36:50.726872
SKU-00173,Seamless asynchronous Graphic Interface,Player everybody idea ever agree clearly early teach artist.,Furniture,Fly,Velez-Hamilton,293.72,907.97,36.04,7.8,77.8,9.8,False,False,101,648,35,2026-04-30T04:36:50.726872
SKU-00174,Integrated client-driven workforce,Spend body himself majority campaign design nothing site ground toward high partner.,Automotive,Good,Aguilar-Moore,158.81,211.75,5.38,71.1,13.3,57.4,False,False,33,224,28,2026-04-30T04:36:50.726872
SKU-00175,Enterprise-wide mobile software,Heart thing speech fear and describe teach society sport follow win sea free.,Automotive,Attack,"Bowen,",243.91,850.05,35.19,89.2,65.2,53.3,False,False,141,740,27,2026-04-30T04:36:50.726872
SKU-00176,Future-proofed zero-defect forecast,Themselves human cell mouth movie of feel sense what at understand.,Medical,Fact,Simon-Dominguez,58.42,122.89,3.03,6.1,44.4,20.1,False,False,69,498,43,2026-04-30T04:36:50.726872
SKU-00177,Multi-layered systemic matrices,Oil cup group boy recent open moment level station degree care.,Hardware,Rise,Roberts,251.53,867.18,5.57,8.7,26.9,51.1,False,False,21,101,26,2026-04-30T04:36:50.726872
SKU-00178,Inverse executive encryption,Many itself believe create recognize source maybe art rich movie whole beat deal.,Sporting Goods,Become,Davis-Brown,257.72,863.34,38.45,113.4,20.1,37.3,False,False,60,854,21,2026-04-30T04:36:50.726872
SKU-00179,Focused intermediate matrices,Include piece war address sometimes back lay animal provide piece floor feeling former law apply.,Industrial,Quality,"Pearson,",440.87,1087.07,25.54,36.1,75.8,4.3,False,False,145,470,21,2026-04-30T04:36:50.726872
SKU-00180,Reduced stable customer loyalty,Under return head enjoy religious cultural identify apply crime continue.,Apparel,Morning,Sawyer-Davila,124.53,197.14,42.8,24.3,79.8,13.6,False,False,200,201,1,2026-04-30T04:36:50.726872
SKU-00181,Team-oriented full-range standardization,Push trip catch explain believe eye check.,Office Supplies,International,Castillo-Garcia,162.64,203.85,10.49,30.0,9.6,3.1,False,False,84,811,26,2026-04-30T04:36:50.726872
SKU-00182,Compatible eco-centric functionalities,Not affect work I throughout day science cell career carry also yard discussion with candidate professor.,Furniture,Anyone,Gray-Pena,204.87,307.36,0.34,64.4,47.9,47.1,False,False,40,465,1,2026-04-30T04:36:50.726872
SKU-00183,Cross-platform stable support,Serious sure box debate move decide office court politics hair military western bring Democrat during our.,Hardware,Government,Shelton-Cook,11.88,25.13,37.67,77.2,66.5,10.1,False,False,199,901,38,2026-04-30T04:36:50.726872
SKU-00184,Extended exuding contingency,Hundred significant fear kind soldier community on involve cover community approach special week easy.,Furniture,Social,Fields-Wells,303.45,875.51,37.03,76.0,34.1,33.4,False,False,31,925,36,2026-04-30T04:36:50.726872
SKU-00185,Fully-configurable even-keeled protocol,Nearly person concern line discussion if similar free concern himself where he forward suggest environment.,Industrial,South,Horne-Wood,192.23,408.32,2.13,7.7,49.8,50.8,False,False,66,305,28,2026-04-30T04:36:50.726872
SKU-00186,Fully-configurable scalable migration,People indicate feel entire situation hard eat support.,Hardware,Save,Moore-Humphrey,54.76,157.53,12.29,56.3,74.7,32.4,False,False,164,618,42,2026-04-30T04:36:50.726872
SKU-00187,Vision-oriented encompassing task-force,Its fish do decade oil ready unit camera plant she necessary fund economic.,Industrial,Figure,Rich,167.17,332.98,7.16,70.9,65.4,10.7,True,False,180,62,5,2026-04-30T04:36:50.726872
SKU-00188,Versatile human-resource methodology,Character billion little church leader population value week seat natural different even vote expert nature matter.,Office Supplies,Laugh,Barnett,164.31,487.33,13.96,52.3,38.5,23.8,False,False,82,645,18,2026-04-30T04:36:50.726872
SKU-00189,Open-source zero tolerance attitude,Room chair not opportunity door part threat national price indeed great different watch.,Automotive,Because,Long,388.66,872.01,35.83,16.0,46.3,17.5,False,True,45,773,35,2026-04-30T04:36:50.726872
SKU-00190,Streamlined dedicated solution,Because each market decade capital arrive reality simple significant wall event party sport where.,Sporting Goods,Well,"Smith,",409.75,652.51,6.97,30.6,38.5,55.5,False,True,110,194,3,2026-04-30T04:36:50.726872
SKU-00191,Grass-roots object-oriented database,Capital business experience six option fear significant however follow.,Sporting Goods,Fall,Goodman,239.6,777.81,24.89,84.2,72.9,29.1,False,False,59,471,20,2026-04-30T04:36:50.726872
SKU-00192,Down-sized human-resource standardization,General if true course board catch us team open tonight activity.,Food & Beverage,Indicate,"Baker,",73.16,148.15,22.78,6.0,11.5,37.9,False,False,45,614,45,2026-04-30T04:36:50.726872
