shipment_id,order_id,carrier_id,tracking_number,ship_date,estimated_delivery,actual_delivery,status,weight_lbs,shipping_cost,is_on_time,num_packages,origin_warehouse_id,_ingested_at
SHIP-00000147,ORD-00000232,CAR-002,1Z503151162117410,2025-07-02,2025-07-03,2025-07-03,DELIVERED,116.6,65.71,True,5,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000148,ORD-00000233,CAR-006,1Z062852551837827,2025-07-30,2025-07-31,2025-07-31,DELIVERED,94.7,88.97,True,1,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000149,ORD-00000236,CAR-008,1Z443998059733232,2024-10-06,2024-10-11,2024-10-16,DELIVERED,72.8,33.6,False,9,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000150,ORD-00000237,CAR-001,1Z617709802670593,2024-05-23,2024-05-24,2024-05-29,DELIVERED,51.3,29.65,False,10,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000151,ORD-00000238,CAR-007,1Z589431796906537,2024-09-09,2024-09-11,2024-09-11,DELIVERED,61.1,119.53,True,8,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000152,ORD-00000241,CAR-001,1Z416941296944836,2024-07-28,2024-07-31,,SHIPPED,10.2,13.99,True,9,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000153,ORD-00000242,CAR-003,1Z030711233566030,2024-06-09,2024-06-15,2024-06-15,DELIVERED,106.1,119.94,True,9,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000154,ORD-00000243,CAR-006,1Z560693273285576,2025-07-10,2025-07-16,2025-07-16,DELIVERED,48.0,49.98,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000155,ORD-00000245,CAR-002,1Z675543134159633,2025-08-18,2025-08-25,,SHIPPED,113.7,183.74,True,4,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000156,ORD-00000247,CAR-005,1Z920967884299616,2024-08-07,2024-08-12,,SHIPPED,114.4,132.47,True,6,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000157,ORD-00000248,CAR-002,1Z598587289749170,2024-09-15,2024-09-20,2024-09-20,DELIVERED,70.1,149.21,True,3,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000158,ORD-00000251,CAR-003,1Z943089831802975,2024-06-19,2024-06-20,,SHIPPED,105.9,167.42,True,10,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000159,ORD-00000252,CAR-010,1Z581870911562597,2026-02-27,2026-02-28,2026-03-03,DELIVERED,75.6,87.61,False,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000160,ORD-00000253,CAR-006,1Z252294019172524,2024-12-11,2024-12-17,2024-12-17,DELIVERED,37.3,18.88,True,10,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000161,ORD-00000254,CAR-005,1Z561824590805478,2025-04-28,2025-05-03,,SHIPPED,118.7,86.7,True,2,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000162,ORD-00000255,CAR-002,1Z298851886675926,2025-11-21,2025-11-23,,SHIPPED,53.5,91.57,False,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000163,ORD-00000257,CAR-010,1Z567667460929095,2024-12-14,2024-12-15,,SHIPPED,18.3,23.49,True,9,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000164,ORD-00000262,CAR-003,1Z372776546738454,2025-10-26,2025-10-29,,SHIPPED,19.5,30.29,True,8,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000165,ORD-00000264,CAR-003,1Z804412218117614,2025-10-17,2025-10-21,,SHIPPED,13.9,31.25,True,3,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000166,ORD-00000265,CAR-008,1Z694032961035410,2024-11-20,2024-11-22,,SHIPPED,147.0,279.44,True,8,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000167,ORD-00000266,CAR-010,1Z468325716111719,2025-09-03,2025-09-06,,SHIPPED,42.1,57.66,True,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000168,ORD-00000268,CAR-005,1Z161202992540386,2025-06-03,2025-06-04,,SHIPPED,34.6,62.59,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000169,ORD-00000269,CAR-006,1Z525450654196367,2026-04-22,2026-04-24,,SHIPPED,144.1,97.75,True,6,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000170,ORD-00000270,CAR-001,1Z519443218797948,2024-07-15,2024-07-16,2024-07-16,DELIVERED,132.1,217.97,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000171,ORD-00000271,CAR-006,1Z123031888113603,2025-03-16,2025-03-20,,SHIPPED,126.2,150.66,True,7,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000172,ORD-00000272,CAR-010,1Z056510660348659,2026-02-05,2026-02-10,2026-02-10,DELIVERED,32.0,24.0,True,7,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000173,ORD-00000273,CAR-010,1Z213660314201998,2026-04-08,2026-04-13,2026-04-13,DELIVERED,54.1,99.59,True,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000174,ORD-00000274,CAR-005,1Z689255653808676,2025-04-25,2025-04-30,2025-04-30,DELIVERED,111.7,206.24,True,3,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000175,ORD-00000276,CAR-010,1Z657503807270287,2024-07-19,2024-07-21,2024-07-26,DELIVERED,132.5,132.08,False,10,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000176,ORD-00000277,CAR-005,1Z817482163620841,2025-10-24,2025-10-26,2025-10-26,DELIVERED,139.8,330.72,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000177,ORD-00000278,CAR-004,1Z016124007312823,2025-07-17,2025-07-24,2025-07-24,DELIVERED,24.5,42.13,True,10,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000178,ORD-00000280,CAR-004,1Z582430778925714,2025-06-27,2025-06-28,2025-06-28,DELIVERED,109.9,147.31,True,2,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000179,ORD-00000284,CAR-009,1Z051860395896989,2026-04-15,2026-04-16,,SHIPPED,69.3,85.52,True,1,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000180,ORD-00000286,CAR-010,1Z822111678450787,2024-10-25,2024-10-29,,SHIPPED,144.5,323.16,True,7,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000181,ORD-00000287,CAR-006,1Z410618321066776,2025-02-09,2025-02-15,2025-02-15,DELIVERED,39.9,72.26,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000182,ORD-00000288,CAR-004,1Z685379158942084,2025-04-11,2025-04-13,2025-04-13,DELIVERED,74.8,83.82,True,1,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000183,ORD-00000290,CAR-010,1Z312240089493739,2024-11-25,2024-11-26,2024-11-26,DELIVERED,1.0,2.02,True,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000184,ORD-00000292,CAR-001,1Z065223338382068,2024-06-09,2024-06-11,,SHIPPED,8.2,9.31,True,6,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000185,ORD-00000293,CAR-003,1Z139644798620668,2025-01-09,2025-01-13,2025-01-15,DELIVERED,135.1,310.85,False,2,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000186,ORD-00000295,CAR-001,1Z608798342057758,2025-01-25,2025-01-30,2025-01-30,DELIVERED,5.6,8.22,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000187,ORD-00000296,CAR-003,1Z129161271535630,2024-05-26,2024-05-30,,SHIPPED,63.1,58.34,True,10,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000188,ORD-00000298,CAR-002,1Z070547285221068,2025-03-05,2025-03-11,2025-03-11,DELIVERED,12.6,12.81,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000189,ORD-00000301,CAR-001,1Z220489770826231,2024-07-25,2024-07-30,,SHIPPED,68.5,44.92,True,6,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000190,ORD-00000303,CAR-001,1Z141110475721955,2025-11-17,2025-11-24,,SHIPPED,8.6,9.04,True,5,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000191,ORD-00000305,CAR-001,1Z033332555727010,2025-03-24,2025-03-30,,SHIPPED,147.7,131.97,True,2,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000192,ORD-00000308,CAR-004,1Z289158249826183,2024-11-28,2024-12-05,,SHIPPED,18.5,38.08,True,10,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000193,ORD-00000310,CAR-009,1Z473348628568513,2025-03-07,2025-03-14,2025-03-14,DELIVERED,56.1,80.5,True,8,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000194,ORD-00000314,CAR-001,1Z150169490739907,2026-03-17,2026-03-19,2026-03-24,DELIVERED,132.7,183.37,False,1,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000195,ORD-00000315,CAR-005,1Z670994745176618,2025-09-25,2025-10-01,2025-10-01,DELIVERED,125.6,86.8,True,4,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000196,ORD-00000316,CAR-006,1Z204822385441809,2025-08-11,2025-08-18,2025-08-18,DELIVERED,99.0,65.75,True,9,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000197,ORD-00000317,CAR-008,1Z252192983087992,2025-09-22,2025-09-23,,SHIPPED,95.0,145.48,True,5,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000198,ORD-00000318,CAR-010,1Z721818928443978,2024-08-16,2024-08-18,,SHIPPED,19.9,32.65,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000199,ORD-00000320,CAR-005,1Z015544023472131,2025-01-12,2025-01-16,2025-01-16,DELIVERED,92.5,176.15,True,9,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000200,ORD-00000323,CAR-006,1Z644855700898648,2026-02-01,2026-02-07,2026-02-12,DELIVERED,143.4,267.95,False,7,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000201,ORD-00000325,CAR-006,1Z404140167335995,2024-12-15,2024-12-22,2024-12-22,DELIVERED,14.8,30.1,True,7,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000202,ORD-00000327,CAR-009,1Z490490186599233,2024-08-11,2024-08-13,2024-08-13,DELIVERED,50.0,106.13,True,7,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000203,ORD-00000328,CAR-005,1Z054696271881538,2024-10-19,2024-10-25,,SHIPPED,45.1,48.15,True,3,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000204,ORD-00000329,CAR-005,1Z095838211815885,2024-08-01,2024-08-05,2024-08-05,DELIVERED,30.7,16.74,True,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000205,ORD-00000330,CAR-003,1Z604331223447779,2024-08-16,2024-08-18,,SHIPPED,139.5,85.01,True,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000206,ORD-00000331,CAR-006,1Z545900511458131,2026-02-25,2026-03-03,2026-03-03,DELIVERED,76.1,36.63,True,1,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000207,ORD-00000332,CAR-001,1Z338290591617697,2025-04-22,2025-04-29,2025-04-29,DELIVERED,147.8,333.58,True,10,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000208,ORD-00000333,CAR-003,1Z973403913524382,2025-07-22,2025-07-24,,SHIPPED,78.4,156.98,True,5,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000209,ORD-00000334,CAR-010,1Z954380376344812,2024-08-14,2024-08-21,2024-08-21,DELIVERED,123.1,107.43,True,5,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000210,ORD-00000338,CAR-008,1Z007988718172622,2026-04-26,2026-04-27,,SHIPPED,85.3,134.34,True,6,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000211,ORD-00000340,CAR-003,1Z465936381812021,2025-03-29,2025-04-03,2025-04-03,DELIVERED,123.8,211.74,True,10,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000212,ORD-00000342,CAR-006,1Z130384441947952,2024-11-03,2024-11-08,2024-11-08,DELIVERED,50.2,24.3,True,7,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000213,ORD-00000343,CAR-004,1Z912393512269178,2024-09-13,2024-09-19,,SHIPPED,39.1,80.31,False,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000214,ORD-00000346,CAR-008,1Z449789660982701,2024-07-10,2024-07-13,2024-07-13,DELIVERED,88.8,203.11,True,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000215,ORD-00000348,CAR-007,1Z350269177862037,2024-08-17,2024-08-22,,SHIPPED,51.3,44.2,False,7,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000216,ORD-00000350,CAR-002,1Z374179741134513,2024-09-21,2024-09-26,2024-09-26,DELIVERED,37.4,59.18,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000217,ORD-00000351,CAR-007,1Z652188709339560,2025-10-27,2025-10-31,,SHIPPED,116.3,177.41,True,2,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000218,ORD-00000352,CAR-010,1Z085615100791422,2025-04-13,2025-04-15,2025-04-15,DELIVERED,17.8,40.79,True,5,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000219,ORD-00000353,CAR-005,1Z863731800312398,2025-01-07,2025-01-09,2025-01-09,DELIVERED,37.5,19.92,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000220,ORD-00000357,CAR-004,1Z376713421317760,2025-08-27,2025-08-31,2025-08-31,DELIVERED,81.2,113.31,True,2,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000221,ORD-00000364,CAR-001,1Z498238732339800,2025-02-22,2025-02-25,,SHIPPED,11.9,11.98,True,6,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000222,ORD-00000366,CAR-010,1Z822121796122511,2024-11-11,2024-11-13,2024-11-13,DELIVERED,50.7,88.78,True,8,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000223,ORD-00000367,CAR-008,1Z994220657487657,2026-02-16,2026-02-23,2026-02-23,DELIVERED,124.1,177.67,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000224,ORD-00000369,CAR-005,1Z205476851725478,2025-08-19,2025-08-22,2025-08-24,DELIVERED,125.9,297.55,False,9,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000225,ORD-00000372,CAR-008,1Z509388597774741,2025-07-25,2025-07-28,2025-07-28,DELIVERED,100.7,153.8,True,5,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000226,ORD-00000373,CAR-006,1Z875848686926184,2025-01-04,2025-01-06,,SHIPPED,72.5,128.06,True,3,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000227,ORD-00000374,CAR-005,1Z424592305802576,2024-05-22,2024-05-29,,SHIPPED,31.7,44.21,False,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000228,ORD-00000378,CAR-002,1Z757053247366975,2025-01-28,2025-02-02,2025-02-02,DELIVERED,114.4,177.87,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000229,ORD-00000379,CAR-001,1Z568214580500984,2025-07-24,2025-07-27,2025-07-27,DELIVERED,116.0,281.75,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000230,ORD-00000380,CAR-002,1Z015092519674407,2024-05-28,2024-05-30,,SHIPPED,92.9,223.97,True,10,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000231,ORD-00000382,CAR-003,1Z317229542936437,2025-03-19,2025-03-20,2025-03-25,DELIVERED,100.0,159.93,False,3,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000232,ORD-00000384,CAR-001,1Z808193784518522,2025-05-29,2025-05-30,,SHIPPED,118.8,120.3,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000233,ORD-00000385,CAR-006,1Z701367740689130,2025-07-08,2025-07-12,,SHIPPED,67.4,89.61,True,9,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000234,ORD-00000386,CAR-002,1Z117459966807855,2025-01-23,2025-01-27,2025-01-28,DELIVERED,102.5,244.88,False,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000235,ORD-00000387,CAR-010,1Z823658018550488,2025-07-12,2025-07-17,2025-07-17,DELIVERED,83.6,74.66,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000236,ORD-00000389,CAR-006,1Z641232175260120,2025-02-11,2025-02-15,,SHIPPED,108.2,56.7,True,9,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000237,ORD-00000391,CAR-010,1Z168695153093374,2025-09-04,2025-09-06,,SHIPPED,29.9,24.25,True,6,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000238,ORD-00000392,CAR-010,1Z277088086425899,2026-04-23,2026-04-28,2026-04-28,DELIVERED,69.9,115.72,True,8,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000239,ORD-00000393,CAR-001,1Z463200380571972,2024-08-31,2024-09-06,,SHIPPED,88.7,112.05,True,7,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000240,ORD-00000394,CAR-007,1Z496710337780687,2025-11-13,2025-11-20,,SHIPPED,92.6,204.2,False,10,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000241,ORD-00000395,CAR-007,1Z418039509241735,2025-02-16,2025-02-17,2025-02-17,DELIVERED,80.3,47.44,True,9,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000242,ORD-00000396,CAR-002,1Z695542274601810,2024-10-29,2024-11-04,2024-11-04,DELIVERED,88.2,201.74,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000243,ORD-00000397,CAR-002,1Z766782530680790,2025-06-07,2025-06-08,2025-06-08,DELIVERED,54.2,121.26,True,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000244,ORD-00000398,CAR-002,1Z274522081582617,2025-09-23,2025-09-24,2025-09-24,DELIVERED,95.8,70.17,True,10,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000245,ORD-00000400,CAR-007,1Z119320180257105,2025-05-01,2025-05-04,2025-05-04,DELIVERED,42.3,66.47,True,7,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000246,ORD-00000401,CAR-004,1Z055810702898498,2025-04-18,2025-04-22,2025-04-22,DELIVERED,74.8,36.02,True,1,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00000247,ORD-00000402,CAR-008,1Z644483215839257,2025-10-06,2025-10-12,2025-10-12,DELIVERED,75.3,106.49,True,4,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000248,ORD-00000403,CAR-001,1Z447266657745751,2024-11-25,2024-11-27,,SHIPPED,14.9,14.61,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000249,ORD-00000404,CAR-009,1Z268908978424523,2025-06-05,2025-06-08,,SHIPPED,144.6,76.37,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000250,ORD-00000405,CAR-005,1Z085990672406892,2025-02-26,2025-03-03,,SHIPPED,82.6,153.71,True,3,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000251,ORD-00000407,CAR-002,1Z941800267912056,2024-06-26,2024-06-30,2024-07-01,DELIVERED,135.8,178.35,False,7,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000252,ORD-00000408,CAR-009,1Z184817079033170,2025-01-16,2025-01-20,,SHIPPED,38.0,64.12,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000253,ORD-00000410,CAR-006,1Z927779472221694,2025-10-09,2025-10-15,2025-10-15,DELIVERED,82.9,198.97,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000254,ORD-00000411,CAR-001,1Z107661072923372,2024-07-23,2024-07-28,2024-07-28,DELIVERED,57.2,130.42,True,8,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000255,ORD-00000412,CAR-002,1Z786644982701563,2024-10-27,2024-10-28,,SHIPPED,83.5,102.05,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000256,ORD-00000413,CAR-006,1Z050076171948040,2024-12-30,2025-01-05,2025-01-05,DELIVERED,43.3,33.21,True,5,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000257,ORD-00000414,CAR-003,1Z137538983290593,2026-04-05,2026-04-10,,SHIPPED,130.6,119.45,True,9,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000258,ORD-00000416,CAR-007,1Z818971090159978,2025-01-17,2025-01-22,2025-01-22,DELIVERED,62.8,134.36,True,8,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000259,ORD-00000417,CAR-007,1Z280269067208572,2025-11-13,2025-11-20,2025-11-20,DELIVERED,40.8,21.97,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000260,ORD-00000419,CAR-003,1Z747204356947695,2025-11-24,2025-11-27,2025-11-27,DELIVERED,91.3,183.12,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000261,ORD-00000424,CAR-007,1Z293309545926719,2026-04-13,2026-04-15,,SHIPPED,113.4,191.5,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000262,ORD-00000425,CAR-007,1Z560531269801931,2024-09-15,2024-09-17,2024-09-17,DELIVERED,53.8,133.88,True,3,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000263,ORD-00000426,CAR-006,1Z838008859951964,2025-11-09,2025-11-11,2025-11-11,DELIVERED,47.0,116.45,True,1,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000264,ORD-00000427,CAR-008,1Z182910550252461,2025-01-15,2025-01-16,2025-01-16,DELIVERED,97.4,137.56,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000265,ORD-00000429,CAR-001,1Z121535689810216,2025-03-10,2025-03-13,,SHIPPED,90.9,193.64,True,9,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000266,ORD-00000430,CAR-007,1Z428521526731706,2026-03-09,2026-03-14,2026-03-14,DELIVERED,113.5,257.7,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000267,ORD-00000432,CAR-004,1Z833032536043202,2025-09-04,2025-09-08,2025-09-08,DELIVERED,123.2,226.74,True,2,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000268,ORD-00000435,CAR-004,1Z272973501649806,2024-09-30,2024-10-07,2024-10-07,DELIVERED,43.4,62.33,True,2,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000269,ORD-00000436,CAR-007,1Z137185480288929,2026-02-05,2026-02-08,2026-02-08,DELIVERED,55.6,65.61,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000270,ORD-00000437,CAR-001,1Z478673314122330,2024-05-06,2024-05-13,2024-05-13,DELIVERED,123.1,174.16,True,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000271,ORD-00000438,CAR-003,1Z652382607826250,2025-02-15,2025-02-19,,SHIPPED,130.5,95.87,True,9,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000272,ORD-00000439,CAR-006,1Z609137076626671,2025-04-21,2025-04-25,2025-04-25,DELIVERED,33.3,38.75,True,9,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000273,ORD-00000440,CAR-001,1Z558088307974154,2025-09-23,2025-09-26,,SHIPPED,29.7,29.17,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000274,ORD-00000445,CAR-006,1Z202908159691335,2025-03-04,2025-03-11,2025-03-11,DELIVERED,124.6,64.48,True,1,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000275,ORD-00000446,CAR-007,1Z059708850400015,2025-05-09,2025-05-14,2025-05-19,DELIVERED,126.9,97.53,False,2,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000276,ORD-00000448,CAR-004,1Z269675854432660,2024-10-28,2024-10-29,,SHIPPED,111.2,213.46,False,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00000277,ORD-00000449,CAR-007,1Z323901005887503,2026-01-30,2026-02-02,2026-02-02,DELIVERED,34.9,25.84,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00000278,ORD-00000450,CAR-003,1Z098043236805085,2025-01-27,2025-01-30,,SHIPPED,50.5,51.71,True,7,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000279,ORD-00000452,CAR-002,1Z690374260639633,2025-01-23,2025-01-26,2025-01-26,DELIVERED,136.1,336.73,True,4,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000280,ORD-00000454,CAR-005,1Z260395913913052,2025-12-24,2025-12-25,,SHIPPED,78.1,50.12,True,1,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000281,ORD-00000455,CAR-001,1Z258399424576595,2025-12-13,2025-12-20,2025-12-20,DELIVERED,52.6,49.75,True,1,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000282,ORD-00000457,CAR-010,1Z903088293117677,2024-12-27,2024-12-29,2024-12-29,DELIVERED,55.0,77.85,True,2,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00000283,ORD-00000458,CAR-002,1Z448277223052476,2025-05-11,2025-05-15,2025-05-15,DELIVERED,132.3,259.3,True,7,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000284,ORD-00000460,CAR-002,1Z943386389547908,2024-10-25,2024-10-30,2024-11-03,DELIVERED,12.1,25.38,False,4,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000285,ORD-00000461,CAR-002,1Z049010086370174,2024-12-07,2024-12-14,,SHIPPED,119.6,286.84,True,2,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000286,ORD-00000462,CAR-005,1Z844063589598820,2024-08-26,2024-08-30,,SHIPPED,39.9,30.6,True,8,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00000287,ORD-00000464,CAR-008,1Z373676852000594,2024-10-22,2024-10-27,2024-10-31,DELIVERED,29.8,29.07,False,10,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00000288,ORD-00000465,CAR-010,1Z805419394219886,2026-02-28,2026-03-01,2026-03-01,DELIVERED,112.2,273.73,True,4,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00000289,ORD-00000466,CAR-006,1Z700440540444704,2025-08-24,2025-08-31,2025-08-31,DELIVERED,48.4,96.47,True,7,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00000290,ORD-00000467,CAR-003,1Z368109665847012,2024-11-10,2024-11-14,2024-11-14,DELIVERED,114.2,170.0,True,1,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000291,ORD-00000468,CAR-002,1Z979103231610910,2026-01-04,2026-01-05,2026-01-05,DELIVERED,121.1,299.34,True,7,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00000292,ORD-00000470,CAR-006,1Z927277185895102,2026-04-25,2026-05-01,,SHIPPED,118.6,271.74,True,8,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00000293,ORD-00000471,CAR-002,1Z196131908546200,2024-10-10,2024-10-15,2024-10-15,DELIVERED,56.7,57.49,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
