perf_id,supplier_id,period_month,period_year,total_pos,on_time_deliveries,on_time_rate,fill_rate,defect_rate,avg_lead_days,score,_ingested_at
SPERF-00000232,SUP-0008,10,2024,25,21,0.845,0.868,0.037,39,79.93,2026-04-30T04:36:50.726872
SPERF-00000233,SUP-0008,11,2024,32,28,0.892,0.875,0.0044,28,90.21,2026-04-30T04:36:50.726872
SPERF-00000234,SUP-0008,12,2024,78,56,0.725,0.82,0.0347,22,74.03,2026-04-30T04:36:50.726872
SPERF-00000235,SUP-0008,1,2025,79,71,0.906,0.922,0.0049,19,92.28,2026-04-30T04:36:50.726872
SPERF-00000236,SUP-0008,2,2025,69,50,0.73,0.895,0.0344,27,76.92,2026-04-30T04:36:50.726872
SPERF-00000237,SUP-0008,3,2025,45,35,0.799,0.895,0.0498,59,75.83,2026-04-30T04:36:50.726872
SPERF-00000238,SUP-0008,4,2025,47,40,0.867,0.955,0.0356,37,84.2,2026-04-30T04:36:50.726872
SPERF-00000239,SUP-0008,5,2025,16,12,0.776,0.934,0.001,47,88.48,2026-04-30T04:36:50.726872
SPERF-00000240,SUP-0008,6,2025,26,23,0.887,0.862,0.0333,28,82.33,2026-04-30T04:36:50.726872
SPERF-00000241,SUP-0009,1,2023,63,56,0.893,0.883,0.0375,20,82.25,2026-04-30T04:36:50.726872
SPERF-00000242,SUP-0009,2,2023,61,44,0.727,0.803,0.0169,37,77.96,2026-04-30T04:36:50.726872
SPERF-00000243,SUP-0009,3,2023,19,18,0.978,0.968,0.0247,52,91.83,2026-04-30T04:36:50.726872
SPERF-00000244,SUP-0009,4,2023,70,64,0.923,0.86,0.0198,58,87.07,2026-04-30T04:36:50.726872
SPERF-00000245,SUP-0009,5,2023,6,4,0.763,0.834,0.0131,52,81.44,2026-04-30T04:36:50.726872
SPERF-00000246,SUP-0009,6,2023,70,64,0.923,0.936,0.0371,42,85.41,2026-04-30T04:36:50.726872
SPERF-00000247,SUP-0009,7,2023,20,14,0.731,0.972,0.0069,25,86.53,2026-04-30T04:36:50.726872
SPERF-00000248,SUP-0009,8,2023,58,50,0.868,0.885,0.0266,28,84.04,2026-04-30T04:36:50.726872
SPERF-00000249,SUP-0009,9,2023,31,29,0.965,0.838,0.0423,22,82.36,2026-04-30T04:36:50.726872
SPERF-00000250,SUP-0009,10,2023,56,48,0.87,0.893,0.0046,57,89.9,2026-04-30T04:36:50.726872
SPERF-00000251,SUP-0009,11,2023,44,37,0.844,0.815,0.037,8,78.03,2026-04-30T04:36:50.726872
SPERF-00000252,SUP-0009,12,2023,69,65,0.948,0.976,0.0301,4,89.56,2026-04-30T04:36:50.726872
SPERF-00000253,SUP-0009,1,2024,33,29,0.88,0.803,0.0213,11,82.98,2026-04-30T04:36:50.726872
SPERF-00000254,SUP-0009,2,2024,5,4,0.815,0.896,0.0296,40,81.56,2026-04-30T04:36:50.726872
SPERF-00000255,SUP-0009,3,2024,59,58,0.987,0.944,0.0322,41,89.47,2026-04-30T04:36:50.726872
SPERF-00000256,SUP-0009,4,2024,65,57,0.886,0.869,0.0318,52,82.9,2026-04-30T04:36:50.726872
SPERF-00000257,SUP-0009,5,2024,55,49,0.902,0.941,0.029,41,86.76,2026-04-30T04:36:50.726872
SPERF-00000258,SUP-0009,6,2024,6,5,0.971,0.892,0.0308,6,87.36,2026-04-30T04:36:50.726872
SPERF-00000259,SUP-0009,7,2024,49,40,0.819,0.838,0.032,58,79.09,2026-04-30T04:36:50.726872
SPERF-00000260,SUP-0009,8,2024,60,42,0.703,0.807,0.0474,10,69.52,2026-04-30T04:36:50.726872
SPERF-00000261,SUP-0009,9,2024,54,51,0.954,0.899,0.0419,41,84.15,2026-04-30T04:36:50.726872
SPERF-00000262,SUP-0009,10,2024,19,17,0.903,0.801,0.0172,36,84.86,2026-04-30T04:36:50.726872
SPERF-00000263,SUP-0009,11,2024,61,47,0.775,0.894,0.0454,51,75.94,2026-04-30T04:36:50.726872
SPERF-00000264,SUP-0009,12,2024,46,39,0.868,0.918,0.0354,4,83.0,2026-04-30T04:36:50.726872
SPERF-00000265,SUP-0009,1,2025,6,5,0.979,0.986,0.0216,37,93.27,2026-04-30T04:36:50.726872
SPERF-00000266,SUP-0009,2,2025,52,40,0.787,0.989,0.0315,32,83.22,2026-04-30T04:36:50.726872
SPERF-00000267,SUP-0009,3,2025,72,51,0.72,0.934,0.0437,34,75.56,2026-04-30T04:36:50.726872
SPERF-00000268,SUP-0009,4,2025,75,60,0.813,0.808,0.009,8,83.55,2026-04-30T04:36:50.726872
SPERF-00000269,SUP-0009,5,2025,9,7,0.798,0.928,0.0213,48,84.08,2026-04-30T04:36:50.726872
SPERF-00000270,SUP-0009,6,2025,71,64,0.915,0.946,0.0027,32,94.04,2026-04-30T04:36:50.726872
SPERF-00000271,SUP-0010,1,2023,15,13,0.914,0.866,0.0118,10,88.92,2026-04-30T04:36:50.726872
SPERF-00000272,SUP-0010,2,2023,29,23,0.82,0.932,0.0475,13,78.55,2026-04-30T04:36:50.726872
SPERF-00000273,SUP-0010,3,2023,16,12,0.755,0.988,0.0405,59,79.66,2026-04-30T04:36:50.726872
SPERF-00000274,SUP-0010,4,2023,73,56,0.771,0.982,0.0273,51,83.38,2026-04-30T04:36:50.726872
SPERF-00000275,SUP-0010,5,2023,45,41,0.913,0.929,0.0361,45,85.01,2026-04-30T04:36:50.726872
SPERF-00000276,SUP-0010,6,2023,13,12,0.934,0.943,0.0161,49,91.34,2026-04-30T04:36:50.726872
SPERF-00000277,SUP-0010,7,2023,72,57,0.799,0.932,0.0314,38,81.73,2026-04-30T04:36:50.726872
SPERF-00000278,SUP-0010,8,2023,20,14,0.731,0.844,0.0442,30,72.73,2026-04-30T04:36:50.726872
SPERF-00000279,SUP-0010,9,2023,35,24,0.703,0.919,0.0422,28,74.73,2026-04-30T04:36:50.726872
SPERF-00000280,SUP-0010,10,2023,73,60,0.823,0.828,0.0266,21,80.25,2026-04-30T04:36:50.726872
SPERF-00000281,SUP-0010,11,2023,60,57,0.952,0.898,0.0114,45,91.66,2026-04-30T04:36:50.726872
SPERF-00000282,SUP-0010,12,2023,66,47,0.713,0.878,0.0316,32,76.35,2026-04-30T04:36:50.726872
SPERF-00000283,SUP-0010,1,2024,62,56,0.906,0.9,0.0033,56,91.92,2026-04-30T04:36:50.726872
SPERF-00000284,SUP-0010,2,2024,73,67,0.929,0.9,0.0044,20,92.56,2026-04-30T04:36:50.726872
SPERF-00000285,SUP-0010,3,2024,80,63,0.792,0.805,0.0414,32,74.51,2026-04-30T04:36:50.726872
SPERF-00000286,SUP-0010,4,2024,19,17,0.924,0.849,0.0046,5,90.52,2026-04-30T04:36:50.726872
SPERF-00000287,SUP-0010,5,2024,17,15,0.902,0.927,0.0456,44,82.12,2026-04-30T04:36:50.726872
SPERF-00000288,SUP-0010,6,2024,35,32,0.929,0.954,0.0122,47,92.5,2026-04-30T04:36:50.726872
SPERF-00000289,SUP-0010,7,2024,38,35,0.926,0.966,0.0404,22,85.75,2026-04-30T04:36:50.726872
SPERF-00000290,SUP-0010,8,2024,12,11,0.937,0.877,0.0032,37,92.38,2026-04-30T04:36:50.726872
SPERF-00000291,SUP-0010,9,2024,70,61,0.883,0.9,0.0026,49,91.17,2026-04-30T04:36:50.726872
SPERF-00000292,SUP-0010,10,2024,43,32,0.761,0.906,0.0176,54,82.75,2026-04-30T04:36:50.726872
SPERF-00000293,SUP-0010,11,2024,64,57,0.894,0.866,0.0391,10,81.29,2026-04-30T04:36:50.726872
SPERF-00000294,SUP-0010,12,2024,17,16,0.947,0.857,0.0449,56,81.65,2026-04-30T04:36:50.726872
SPERF-00000295,SUP-0010,1,2025,67,60,0.897,0.828,0.05,38,77.36,2026-04-30T04:36:50.726872
SPERF-00000296,SUP-0010,2,2025,40,38,0.952,0.955,0.0383,16,86.93,2026-04-30T04:36:50.726872
SPERF-00000297,SUP-0010,3,2025,65,49,0.765,0.903,0.0161,46,83.18,2026-04-30T04:36:50.726872
SPERF-00000298,SUP-0010,4,2025,61,57,0.945,0.987,0.0499,43,84.87,2026-04-30T04:36:50.726872
SPERF-00000299,SUP-0010,5,2025,17,14,0.833,0.933,0.015,6,87.22,2026-04-30T04:36:50.726872
SPERF-00000300,SUP-0010,6,2025,38,26,0.701,0.925,0.0207,48,80.24,2026-04-30T04:36:50.726872
SPERF-00000301,SUP-0011,1,2023,28,21,0.755,0.82,0.0322,41,75.85,2026-04-30T04:36:50.726872
SPERF-00000302,SUP-0011,2,2023,22,20,0.947,0.856,0.0045,58,91.72,2026-04-30T04:36:50.726872
SPERF-00000303,SUP-0011,3,2023,58,52,0.907,0.822,0.0459,48,78.57,2026-04-30T04:36:50.726872
SPERF-00000304,SUP-0011,4,2023,43,33,0.771,0.826,0.0381,38,75.22,2026-04-30T04:36:50.726872
SPERF-00000305,SUP-0011,5,2023,80,68,0.856,0.852,0.0224,23,83.46,2026-04-30T04:36:50.726872
SPERF-00000306,SUP-0011,6,2023,51,43,0.844,0.83,0.0186,29,83.16,2026-04-30T04:36:50.726872
SPERF-00000307,SUP-0011,7,2023,48,39,0.82,0.834,0.007,18,85.24,2026-04-30T04:36:50.726872
SPERF-00000308,SUP-0011,8,2023,23,19,0.864,0.964,0.0279,57,86.33,2026-04-30T04:36:50.726872
SPERF-00000309,SUP-0011,9,2023,79,69,0.885,0.901,0.0179,48,87.46,2026-04-30T04:36:50.726872
SPERF-00000310,SUP-0011,10,2023,78,74,0.959,0.805,0.0265,51,84.91,2026-04-30T04:36:50.726872
SPERF-00000311,SUP-0011,11,2023,76,69,0.913,0.964,0.0273,29,88.44,2026-04-30T04:36:50.726872
SPERF-00000312,SUP-0011,12,2023,49,39,0.798,0.85,0.0408,11,76.47,2026-04-30T04:36:50.726872
SPERF-00000313,SUP-0011,1,2024,50,38,0.772,0.918,0.049,34,75.76,2026-04-30T04:36:50.726872
SPERF-00000314,SUP-0011,2,2024,44,37,0.847,0.812,0.0309,43,79.58,2026-04-30T04:36:50.726872
SPERF-00000315,SUP-0011,3,2024,66,51,0.78,0.893,0.0073,33,85.63,2026-04-30T04:36:50.726872
SPERF-00000316,SUP-0011,4,2024,78,60,0.779,0.953,0.0196,38,84.62,2026-04-30T04:36:50.726872
SPERF-00000317,SUP-0011,5,2024,34,26,0.781,0.929,0.0489,30,76.53,2026-04-30T04:36:50.726872
SPERF-00000318,SUP-0011,6,2024,5,3,0.788,0.833,0.0252,37,79.38,2026-04-30T04:36:50.726872
SPERF-00000319,SUP-0011,7,2024,16,13,0.862,0.844,0.0286,32,81.87,2026-04-30T04:36:50.726872
SPERF-00000320,SUP-0011,8,2024,8,7,0.97,0.828,0.0325,15,84.66,2026-04-30T04:36:50.726872
SPERF-00000321,SUP-0011,9,2024,59,57,0.981,0.831,0.0427,3,82.65,2026-04-30T04:36:50.726872
SPERF-00000322,SUP-0011,10,2024,61,50,0.82,0.917,0.0436,24,79.0,2026-04-30T04:36:50.726872
SPERF-00000323,SUP-0011,11,2024,77,54,0.705,0.914,0.0454,51,73.84,2026-04-30T04:36:50.726872
SPERF-00000324,SUP-0011,12,2024,47,40,0.861,0.914,0.0205,46,86.31,2026-04-30T04:36:50.726872
SPERF-00000325,SUP-0011,1,2025,51,46,0.905,0.933,0.0239,56,87.88,2026-04-30T04:36:50.726872
SPERF-00000326,SUP-0011,2,2025,53,40,0.755,0.981,0.0404,37,79.44,2026-04-30T04:36:50.726872
SPERF-00000327,SUP-0011,3,2025,6,4,0.794,0.914,0.0273,12,81.92,2026-04-30T04:36:50.726872
SPERF-00000328,SUP-0011,4,2025,20,15,0.788,0.955,0.0371,39,80.67,2026-04-30T04:36:50.726872
SPERF-00000329,SUP-0011,5,2025,79,59,0.747,0.881,0.0297,50,78.29,2026-04-30T04:36:50.726872
SPERF-00000330,SUP-0011,6,2025,11,7,0.709,0.906,0.026,15,78.57,2026-04-30T04:36:50.726872
SPERF-00000331,SUP-0012,1,2023,78,65,0.836,0.844,0.0117,44,85.05,2026-04-30T04:36:50.726872
SPERF-00000332,SUP-0012,2,2023,67,60,0.904,0.863,0.0468,58,79.67,2026-04-30T04:36:50.726872
SPERF-00000333,SUP-0012,3,2023,36,31,0.884,0.832,0.0131,44,86.2,2026-04-30T04:36:50.726872
SPERF-00000334,SUP-0012,4,2023,44,32,0.746,0.872,0.0052,16,84.06,2026-04-30T04:36:50.726872
SPERF-00000335,SUP-0012,5,2023,13,9,0.721,0.883,0.0371,32,75.47,2026-04-30T04:36:50.726872
SPERF-00000336,SUP-0012,6,2023,5,4,0.809,0.948,0.0262,11,83.99,2026-04-30T04:36:50.726872
SPERF-00000337,SUP-0012,7,2023,52,44,0.863,0.822,0.0252,12,81.99,2026-04-30T04:36:50.726872
SPERF-00000338,SUP-0012,8,2023,21,19,0.949,0.83,0.028,10,85.01,2026-04-30T04:36:50.726872
SPERF-00000339,SUP-0012,9,2023,55,53,0.977,0.956,0.0335,52,89.16,2026-04-30T04:36:50.726872
SPERF-00000340,SUP-0012,10,2023,16,14,0.887,0.935,0.0458,41,81.76,2026-04-30T04:36:50.726872
SPERF-00000341,SUP-0012,11,2023,66,62,0.941,0.86,0.0364,57,83.64,2026-04-30T04:36:50.726872
SPERF-00000342,SUP-0012,12,2023,23,17,0.753,0.842,0.0294,43,77.24,2026-04-30T04:36:50.726872
SPERF-00000343,SUP-0012,1,2024,63,59,0.937,0.948,0.0177,9,91.23,2026-04-30T04:36:50.726872
SPERF-00000344,SUP-0012,2,2024,42,41,0.99,0.851,0.0197,9,89.46,2026-04-30T04:36:50.726872
SPERF-00000345,SUP-0012,3,2024,15,12,0.83,0.934,0.036,56,81.89,2026-04-30T04:36:50.726872
SPERF-00000346,SUP-0012,4,2024,44,42,0.961,0.974,0.0333,8,89.2,2026-04-30T04:36:50.726872
SPERF-00000347,SUP-0012,5,2024,36,33,0.924,0.911,0.0279,58,86.87,2026-04-30T04:36:50.726872
SPERF-00000348,SUP-0012,6,2024,54,47,0.871,0.833,0.0175,52,84.62,2026-04-30T04:36:50.726872
SPERF-00000349,SUP-0012,7,2024,10,8,0.839,0.942,0.0235,50,85.66,2026-04-30T04:36:50.726872
SPERF-00000350,SUP-0012,8,2024,27,25,0.939,0.933,0.0343,54,86.64,2026-04-30T04:36:50.726872
SPERF-00000351,SUP-0012,9,2024,11,10,0.965,0.838,0.0073,22,91.11,2026-04-30T04:36:50.726872
SPERF-00000352,SUP-0012,10,2024,6,5,0.941,0.985,0.047,47,85.37,2026-04-30T04:36:50.726872
SPERF-00000353,SUP-0012,11,2024,49,41,0.847,0.833,0.0299,58,80.56,2026-04-30T04:36:50.726872
SPERF-00000354,SUP-0012,12,2024,51,41,0.809,0.873,0.0322,16,79.86,2026-04-30T04:36:50.726872
SPERF-00000355,SUP-0012,1,2025,20,18,0.901,0.977,0.0468,46,83.53,2026-04-30T04:36:50.726872
SPERF-00000356,SUP-0012,2,2025,10,7,0.755,0.919,0.0462,43,75.81,2026-04-30T04:36:50.726872
SPERF-00000357,SUP-0012,3,2025,15,11,0.782,0.823,0.015,19,81.34,2026-04-30T04:36:50.726872
SPERF-00000358,SUP-0012,4,2025,74,65,0.891,0.901,0.0022,26,91.62,2026-04-30T04:36:50.726872
SPERF-00000359,SUP-0012,5,2025,41,33,0.811,0.935,0.0055,8,88.79,2026-04-30T04:36:50.726872
SPERF-00000360,SUP-0012,6,2025,26,22,0.875,0.806,0.0409,52,77.98,2026-04-30T04:36:50.726872
SPERF-00000361,SUP-0013,1,2023,32,26,0.831,0.883,0.0163,28,85.07,2026-04-30T04:36:50.726872
SPERF-00000362,SUP-0013,2,2023,19,18,0.959,0.862,0.0027,16,92.86,2026-04-30T04:36:50.726872
SPERF-00000363,SUP-0013,3,2023,19,17,0.943,0.888,0.0164,31,89.7,2026-04-30T04:36:50.726872
SPERF-00000364,SUP-0013,4,2023,54,48,0.902,0.898,0.0141,29,88.98,2026-04-30T04:36:50.726872
SPERF-00000365,SUP-0013,5,2023,78,59,0.759,0.945,0.0277,45,81.51,2026-04-30T04:36:50.726872
SPERF-00000366,SUP-0013,6,2023,18,13,0.744,0.916,0.0334,20,78.47,2026-04-30T04:36:50.726872
SPERF-00000367,SUP-0013,7,2023,16,14,0.896,0.876,0.037,36,82.25,2026-04-30T04:36:50.726872
SPERF-00000368,SUP-0013,8,2023,38,26,0.706,0.94,0.0316,47,78.24,2026-04-30T04:36:50.726872
SPERF-00000369,SUP-0013,9,2023,29,20,0.703,0.927,0.0236,15,79.66,2026-04-30T04:36:50.726872
SPERF-00000370,SUP-0013,10,2023,73,54,0.751,0.985,0.0205,36,84.39,2026-04-30T04:36:50.726872
SPERF-00000371,SUP-0013,11,2023,5,4,0.972,0.904,0.0397,27,85.59,2026-04-30T04:36:50.726872
SPERF-00000372,SUP-0013,12,2023,19,14,0.787,0.923,0.01,53,86.28,2026-04-30T04:36:50.726872
SPERF-00000373,SUP-0013,1,2024,20,16,0.801,0.96,0.019,51,85.89,2026-04-30T04:36:50.726872
SPERF-00000374,SUP-0013,2,2024,13,11,0.867,0.981,0.0366,33,84.86,2026-04-30T04:36:50.726872
SPERF-00000375,SUP-0013,3,2024,22,16,0.739,0.862,0.0236,45,78.83,2026-04-30T04:36:50.726872
SPERF-00000376,SUP-0013,4,2024,16,13,0.836,0.863,0.0352,54,79.84,2026-04-30T04:36:50.726872
SPERF-00000377,SUP-0013,5,2024,56,45,0.808,0.95,0.032,30,82.57,2026-04-30T04:36:50.726872
SPERF-00000378,SUP-0013,6,2024,62,45,0.728,0.804,0.0493,17,69.94,2026-04-30T04:36:50.726872
SPERF-00000379,SUP-0013,7,2024,5,3,0.761,0.836,0.0099,7,82.23,2026-04-30T04:36:50.726872
SPERF-00000380,SUP-0013,8,2024,56,45,0.82,0.801,0.0168,10,81.63,2026-04-30T04:36:50.726872
SPERF-00000381,SUP-0013,9,2024,70,61,0.879,0.961,0.0319,41,85.82,2026-04-30T04:36:50.726872
SPERF-00000382,SUP-0013,10,2024,10,9,0.912,0.829,0.0036,38,89.59,2026-04-30T04:36:50.726872
SPERF-00000383,SUP-0013,11,2024,58,44,0.773,0.841,0.0178,39,80.91,2026-04-30T04:36:50.726872
SPERF-00000384,SUP-0013,12,2024,24,20,0.86,0.813,0.0241,17,81.83,2026-04-30T04:36:50.726872
SPERF-00000385,SUP-0013,1,2025,59,44,0.746,0.811,0.0463,31,71.65,2026-04-30T04:36:50.726872
SPERF-00000386,SUP-0013,2,2025,27,22,0.825,0.862,0.0298,35,80.72,2026-04-30T04:36:50.726872
SPERF-00000387,SUP-0013,3,2025,7,6,0.898,0.958,0.0203,30,89.38,2026-04-30T04:36:50.726872
SPERF-00000388,SUP-0013,4,2025,80,59,0.748,0.932,0.025,21,81.29,2026-04-30T04:36:50.726872
SPERF-00000389,SUP-0013,5,2025,79,59,0.754,0.829,0.0051,9,82.9,2026-04-30T04:36:50.726872
SPERF-00000390,SUP-0013,6,2025,10,8,0.857,0.932,0.0096,45,89.5,2026-04-30T04:36:50.726872
SPERF-00000391,SUP-0014,1,2023,8,5,0.706,0.969,0.0492,49,74.86,2026-04-30T04:36:50.726872
SPERF-00000392,SUP-0014,2,2023,5,4,0.959,0.85,0.028,36,86.11,2026-04-30T04:36:50.726872
SPERF-00000393,SUP-0014,3,2023,11,10,0.914,0.818,0.0119,19,87.22,2026-04-30T04:36:50.726872
SPERF-00000394,SUP-0014,4,2023,48,33,0.704,0.837,0.0149,35,78.73,2026-04-30T04:36:50.726872
SPERF-00000395,SUP-0014,5,2023,8,7,0.92,0.804,0.0318,46,81.99,2026-04-30T04:36:50.726872
SPERF-00000396,SUP-0014,6,2023,55,44,0.809,0.826,0.0148,14,82.57,2026-04-30T04:36:50.726872
SPERF-00000397,SUP-0014,7,2023,53,39,0.75,0.966,0.0365,33,79.69,2026-04-30T04:36:50.726872
SPERF-00000398,SUP-0014,8,2023,7,5,0.811,0.97,0.0111,28,88.62,2026-04-30T04:36:50.726872
SPERF-00000399,SUP-0014,9,2023,64,49,0.769,0.866,0.0199,6,81.09,2026-04-30T04:36:50.726872
SPERF-00000400,SUP-0014,10,2023,53,50,0.955,0.912,0.0433,26,84.3,2026-04-30T04:36:50.726872
SPERF-00000401,SUP-0014,11,2023,58,56,0.98,0.932,0.0246,14,90.67,2026-04-30T04:36:50.726872
SPERF-00000402,SUP-0014,12,2023,14,10,0.746,0.818,0.0382,8,73.92,2026-04-30T04:36:50.726872
SPERF-00000403,SUP-0014,1,2024,15,14,0.955,0.905,0.0048,24,93.67,2026-04-30T04:36:50.726872
SPERF-00000404,SUP-0014,2,2024,58,41,0.71,0.874,0.019,42,79.24,2026-04-30T04:36:50.726872
SPERF-00000405,SUP-0014,3,2024,35,32,0.934,0.843,0.0156,35,87.96,2026-04-30T04:36:50.726872
SPERF-00000406,SUP-0014,4,2024,63,54,0.873,0.92,0.0062,24,90.57,2026-04-30T04:36:50.726872
SPERF-00000407,SUP-0014,5,2024,74,58,0.794,0.853,0.0372,51,77.31,2026-04-30T04:36:50.726872
SPERF-00000408,SUP-0014,6,2024,8,7,0.894,0.919,0.0499,58,80.45,2026-04-30T04:36:50.726872
SPERF-00000409,SUP-0014,7,2024,34,30,0.886,0.989,0.0256,48,88.66,2026-04-30T04:36:50.726872
SPERF-00000410,SUP-0014,8,2024,21,19,0.93,0.953,0.0234,29,89.71,2026-04-30T04:36:50.726872
SPERF-00000411,SUP-0014,9,2024,53,40,0.767,0.926,0.0064,37,86.49,2026-04-30T04:36:50.726872
SPERF-00000412,SUP-0014,10,2024,39,31,0.809,0.988,0.0171,37,87.66,2026-04-30T04:36:50.726872
SPERF-00000413,SUP-0014,11,2024,71,66,0.935,0.817,0.0386,59,81.34,2026-04-30T04:36:50.726872
SPERF-00000414,SUP-0014,12,2024,60,44,0.742,0.96,0.0024,11,87.68,2026-04-30T04:36:50.726872
SPERF-00000415,SUP-0014,1,2025,38,30,0.792,0.858,0.0038,32,85.76,2026-04-30T04:36:50.726872
SPERF-00000416,SUP-0014,2,2025,14,11,0.808,0.982,0.0055,45,90.31,2026-04-30T04:36:50.726872
SPERF-00000417,SUP-0014,3,2025,22,18,0.825,0.82,0.0129,54,83.47,2026-04-30T04:36:50.726872
SPERF-00000418,SUP-0014,4,2025,25,18,0.726,0.964,0.0274,59,80.93,2026-04-30T04:36:50.726872
SPERF-00000419,SUP-0014,5,2025,68,62,0.916,0.893,0.0448,30,81.69,2026-04-30T04:36:50.726872
SPERF-00000420,SUP-0014,6,2025,39,34,0.878,0.954,0.0208,17,88.31,2026-04-30T04:36:50.726872
SPERF-00000421,SUP-0015,1,2023,65,50,0.77,0.921,0.0491,39,75.76,2026-04-30T04:36:50.726872
SPERF-00000422,SUP-0015,2,2023,21,17,0.839,0.943,0.012,7,88.56,2026-04-30T04:36:50.726872
SPERF-00000423,SUP-0015,3,2023,43,42,0.979,0.859,0.0263,34,87.65,2026-04-30T04:36:50.726872
SPERF-00000424,SUP-0015,4,2023,39,37,0.958,0.925,0.0119,42,92.72,2026-04-30T04:36:50.726872
SPERF-00000425,SUP-0015,5,2023,64,61,0.967,0.865,0.0447,52,82.78,2026-04-30T04:36:50.726872
SPERF-00000426,SUP-0015,6,2023,58,46,0.804,0.985,0.0098,36,89.19,2026-04-30T04:36:50.726872
SPERF-00000427,SUP-0015,7,2023,17,12,0.736,0.86,0.0331,38,76.26,2026-04-30T04:36:50.726872
SPERF-00000428,SUP-0015,8,2023,15,14,0.978,0.914,0.0225,49,90.48,2026-04-30T04:36:50.726872
SPERF-00000429,SUP-0015,9,2023,69,52,0.764,0.987,0.0273,57,83.28,2026-04-30T04:36:50.726872
SPERF-00000430,SUP-0015,10,2023,30,24,0.808,0.891,0.0368,14,79.31,2026-04-30T04:36:50.726872
SPERF-00000431,SUP-0015,11,2023,48,43,0.897,0.932,0.0054,11,92.15,2026-04-30T04:36:50.726872
SPERF-00000432,SUP-0015,12,2023,53,48,0.918,0.835,0.0325,39,82.82,2026-04-30T04:36:50.726872
SPERF-00000433,SUP-0015,1,2024,42,40,0.965,0.835,0.0457,6,81.4,2026-04-30T04:36:50.726872
SPERF-00000434,SUP-0015,2,2024,32,23,0.73,0.914,0.0286,43,79.04,2026-04-30T04:36:50.726872
SPERF-00000435,SUP-0015,3,2024,67,64,0.959,0.853,0.0014,32,92.87,2026-04-30T04:36:50.726872
SPERF-00000436,SUP-0015,4,2024,31,24,0.802,0.855,0.0403,31,76.93,2026-04-30T04:36:50.726872
SPERF-00000437,SUP-0015,5,2024,48,35,0.745,0.988,0.0108,57,86.68,2026-04-30T04:36:50.726872
SPERF-00000438,SUP-0015,6,2024,12,11,0.928,0.912,0.0349,7,85.32,2026-04-30T04:36:50.726872
SPERF-00000439,SUP-0015,7,2024,18,13,0.755,0.878,0.0461,33,74.41,2026-04-30T04:36:50.726872
SPERF-00000440,SUP-0015,8,2024,57,41,0.732,0.989,0.0356,56,80.0,2026-04-30T04:36:50.726872
SPERF-00000441,SUP-0015,9,2024,8,7,0.904,0.96,0.0044,11,93.66,2026-04-30T04:36:50.726872
SPERF-00000442,SUP-0015,10,2024,80,57,0.721,0.951,0.0378,53,77.67,2026-04-30T04:36:50.726872
SPERF-00000443,SUP-0015,11,2024,71,57,0.806,0.902,0.0388,53,79.11,2026-04-30T04:36:50.726872
SPERF-00000444,SUP-0015,12,2024,24,18,0.779,0.926,0.0077,41,86.65,2026-04-30T04:36:50.726872
SPERF-00000445,SUP-0015,1,2025,73,53,0.729,0.941,0.0095,56,84.72,2026-04-30T04:36:50.726872
SPERF-00000446,SUP-0015,2,2025,30,23,0.795,0.861,0.0373,16,77.61,2026-04-30T04:36:50.726872
SPERF-00000447,SUP-0015,3,2025,14,10,0.718,0.899,0.0036,41,84.28,2026-04-30T04:36:50.726872
SPERF-00000448,SUP-0015,4,2025,34,26,0.787,0.963,0.0328,18,81.98,2026-04-30T04:36:50.726872
SPERF-00000449,SUP-0015,5,2025,6,5,0.874,0.822,0.0102,7,86.18,2026-04-30T04:36:50.726872
SPERF-00000450,SUP-0015,6,2025,62,54,0.88,0.914,0.0356,26,83.29,2026-04-30T04:36:50.726872
SPERF-00000451,SUP-0016,1,2023,47,39,0.834,0.864,0.0274,48,81.75,2026-04-30T04:36:50.726872
SPERF-00000452,SUP-0016,2,2023,29,23,0.816,0.978,0.0077,6,89.95,2026-04-30T04:36:50.726872
SPERF-00000453,SUP-0016,3,2023,30,22,0.757,0.92,0.034,6,78.98,2026-04-30T04:36:50.726872
SPERF-00000454,SUP-0016,4,2023,50,35,0.711,0.889,0.013,25,81.31,2026-04-30T04:36:50.726872
SPERF-00000455,SUP-0016,5,2023,79,69,0.883,0.948,0.0176,15,89.1,2026-04-30T04:36:50.726872
SPERF-00000456,SUP-0016,6,2023,70,68,0.978,0.921,0.0283,52,89.28,2026-04-30T04:36:50.726872
SPERF-00000457,SUP-0016,7,2023,17,12,0.716,0.962,0.0191,16,82.53,2026-04-30T04:36:50.726872
SPERF-00000458,SUP-0016,8,2023,41,35,0.877,0.909,0.0183,55,87.32,2026-04-30T04:36:50.726872
SPERF-00000459,SUP-0016,9,2023,18,16,0.907,0.851,0.041,59,80.81,2026-04-30T04:36:50.726872
SPERF-00000460,SUP-0016,10,2023,9,7,0.86,0.975,0.0442,13,82.48,2026-04-30T04:36:50.726872
SPERF-00000461,SUP-0016,11,2023,9,8,0.901,0.901,0.0463,51,81.0,2026-04-30T04:36:50.726872
SPERF-00000462,SUP-0016,12,2023,63,60,0.957,0.93,0.0081,54,93.81,2026-04-30T04:36:50.726872
SPERF-00000463,SUP-0016,1,2024,72,56,0.778,0.961,0.0356,3,80.85,2026-04-30T04:36:50.726872
